Sentence,Intent
Lakshmana was a very close companion to Rama,About_Ramayana
Bharatha and Shatrugna were the other two inseparables,About_Ramayana
Vishwamitra and the two princes travelling barefoot,About_Ramayana
"When Rama looked up, he saw Mareecha and Subahu",About_Ramayana
He had a daughter by name Sita,About_Ramayana
On their way to Mithila,About_Ramayana
Vishwamitra narrated Ahalya’s tragic story to Rama,About_Ramayana
Even Ravana fell down while trying to lift the bow,About_Ramayana
Who is Rama,About_Ramayana
Who is the eldest brother or Laskman,About_Ramayana
Who is the husband of Sita,About_Ramayana
Who is the eldest brother of Laskman,About_Ramayana
Who is the eldest brother of Bharat,About_Ramayana
Who is the eldest brother of Shatrughan,About_Ramayana
Who is the eldest brother or Laskman,About_Ramayana
Who is the eldest son of Dasharatha,About_Ramayana
Who is the son of Kausalya,About_Ramayana
Around whose life is The Ramayana centered,About_Ramayana
Who has broken the divine bow of Bhagavan Shiv,About_Ramayana
Vishnu took avatar of as,About_Ramayana
Who is the father of Lav and Kush,About_Ramayana
Hanuman is the devotee of,About_Ramayana
Who Killed Tadaka,About_Ramayana
Who Killed Subhahu,About_Ramayana
Who Kikked Ravana,About_Ramayana
Who Kikked Kumbhakarna,About_Ramayana
Arun Govil played the role of ,About_Ramayana
Tulsi Dash was a great devotee of ,About_Ramayana
Ram Chairt Manas was written on ,About_Ramayana
Who Killed Bali,About_Ramayana
Sugriva did friendship with ?,About_Ramayana
Hanuman was a messanger of ,About_Ramayana
Who made crowned Vhivisana as the king of Lanka,About_Ramayana
Who broken the cruse of devi ahilya,About_Ramayana
Who is the son in law of raja Janaka,About_Ramayana
To whom Kaikeyi sent to exil,About_Ramayana
Who was given exil for 12 years in Ramayana,About_Ramayana
Who killed Maricha,About_Ramayana
Who worshipped lord shiv at rameswaram,About_Ramayana
Who is the eldest brother or Laskman,About_Ramayana
When was Ramayana written,About_Ramayana
How many versions of Ramayana are there?,About_Ramayana
Who wrote Ramcharitmanas,About_Ramayana
What was the name of Ram's mother?,About_Ramayana
"Sita was an avatar of a goddess, but which one?",About_Ramayana
Rama and his brothers are all part of which dynasty?,About_Ramayana
Who was Lakshmana's mother?,About_Ramayana
What is the name of this bow that was broken by Rama?,About_Ramayana
Who was Lakshmana's wife?,About_Ramayana
Rama is the avatar of what Hindu God?,About_Ramayana
Urmila was the wife of which prince?,About_Ramayana
Who is the son of Kaikai?,About_Ramayana
"While abducting Sita, Ravana takes help of ?",About_Ramayana
Ayodhya was the capital of which kingdom?,About_Ramayana
Who gave the four sons of Dasharatha education?,About_Ramayana
Who informs Rama first that Ravana has abducted Sita?,About_Ramayana
What is the name of Rama's brother who goes with him into exile?,About_Ramayana
How many sons did Ravan have?,About_Ramayana
What are the names of Rama and Sita's sons?,About_Ramayana
"Who killed Indrajit, the son of Ravana?",About_Ramayana
How many Kandhs are there in Ramayana?,About_Ramayana
Who was Lakshmana's twin brother?,About_Ramayana
Who is Hanumaan the son of?,About_Ramayana
Who is the writer of Ramayan?,About_Ramayana
When was Ramayana written,About_Ramayana
How many versions of Ramayana are there?,About_Ramayana
Who wrote Ramcharitmanas,About_Ramayana
What was the name of Ram's mother?,About_Ramayana
"Sita was an avatar of a goddess, but which one?",About_Ramayana
Rama and his brothers are all part of which dynasty?,About_Ramayana
Who was Lakshmana's mother?,About_Ramayana
What is the name of this bow that was broken by Rama?,About_Ramayana
Who was Lakshmana's wife?,About_Ramayana
Rama is the avatar of what Hindu God?,About_Ramayana
Urmila was the wife of which prince?,About_Ramayana
Who is the son of Kaikai?,About_Ramayana
"While abducting Sita, Ravana takes help of ?",About_Ramayana
Ayodhya was the capital of which kingdom?,About_Ramayana
Who gave the four sons of Dasharatha education?,About_Ramayana
Who informs Rama first that Ravana has abducted Sita?,About_Ramayana
What is the name of Rama's brother who goes with him into exile?,About_Ramayana
How many sons did Ravan have?,About_Ramayana
What are the names of Rama and Sita's sons?,About_Ramayana
"Who killed Indrajit, the son of Ravana?",About_Ramayana
How many Kandhs are there in Ramayana?,About_Ramayana
Who was Lakshmana's twin brother?,About_Ramayana
Who is Hanumaan the son of?,About_Ramayana
Who took Rama and Lakshmana on a quest at the beginning of 'The Ramayana'?,About_Ramayana
"who advises Kaikeyi to ask dasharatha to make Bharatha , the king of Koshala",About_Ramayana
Ayodhya situated on the banks of which river,About_Ramayana
Who is Dasaratha?,About_Ramayana
What caste is Rama born into?,About_Ramayana
Who was the wife of Bharat?,About_Ramayana
Who set Lanka in fire?,About_Ramayana
WHO IS TARA IN RAMAYANA?,About_Ramayana
NAME THE FATHER OF MANDODHARI,About_Ramayana
WHO WAS THE FATHER OF SITA,About_Ramayana
who is the father of Ravana ?,About_Ramayana
which garden did Hanuman destroy?,About_Ramayana
Who is Hanuman,About_Ramayana
Whose brother was Sugriva,About_Ramayana
king Dasharatha blessed Rama and also Lakshmana,About_Ramayana
The brothers loved each other very much too,About_Ramayana
Lakshmana was a very close companion to Rama,About_Ramayana
Bharatha and Shatrugna were the other two inseparables,About_Ramayana
Vishwamitra and the two princes travelling barefoot,About_Ramayana
"When Rama looked up, he saw Mareecha and Subahu",About_Ramayana
He had a daughter by name Sita,About_Ramayana
On their way to Mithila,About_Ramayana
Vishwamitra narrated Ahalya’s tragic story to Rama,About_Ramayana
Even Ravana fell down while trying to lift the bow,About_Ramayana
Who is Rama,About_Ramayana
Who is the eldest brother or Laskman,About_Ramayana
Who is the husband of Sita,About_Ramayana
Who is the eldest brother of Laskman,About_Ramayana
Who is the eldest brother of Bharat,About_Ramayana
Who is the eldest brother of Shatrughan,About_Ramayana
Who is the eldest brother or Laskman,About_Ramayana
Who is the eldest son of Dasharatha,About_Ramayana
Who is the son of Kausalya,About_Ramayana
Around whose life is The Ramayana centered,About_Ramayana
Who has broken the divine bow of Bhagavan Shiv,About_Ramayana
Vishnu took avatar of as,About_Ramayana
Who is the father of Lav and Kush,About_Ramayana
Hanuman is the devotee of,About_Ramayana
Who Killed Tadaka,About_Ramayana
Who Killed Subhahu,About_Ramayana
Who Kikked Ravana,About_Ramayana
Who Kikked Kumbhakarna,About_Ramayana
Arun Govil played the role of ,About_Ramayana
Tulsi Dash was a great devotee of ,About_Ramayana
Ram Chairt Manas was written on ,About_Ramayana
Who Killed Bali,About_Ramayana
Sugriva did friendship with ?,About_Ramayana
Hanuman was a messanger of ,About_Ramayana
Who made crowned Vhivisana as the king of Lanka,About_Ramayana
Who broken the cruse of devi ahilya,About_Ramayana
Who is the son in law of raja Janaka,About_Ramayana
To whom Kaikeyi sent to exil,About_Ramayana
Who was given exil for 12 years in Ramayana,About_Ramayana
Who killed Maricha,About_Ramayana
Who worshipped lord shiv at rameswaram,About_Ramayana
Who is the eldest brother or Laskman,About_Ramayana
When was Ramayana written,About_Ramayana
How many versions of Ramayana are there?,About_Ramayana
Who wrote Ramcharitmanas,About_Ramayana
What was the name of Ram's mother?,About_Ramayana
"Sita was an avatar of a goddess, but which one?",About_Ramayana
Rama and his brothers are all part of which dynasty?,About_Ramayana
Who was Lakshmana's mother?,About_Ramayana
What is the name of this bow that was broken by Rama?,About_Ramayana
Who was Lakshmana's wife?,About_Ramayana
Rama is the avatar of what Hindu God?,About_Ramayana
Urmila was the wife of which prince?,About_Ramayana
Who is the son of Kaikai?,About_Ramayana
"While abducting Sita, Ravana takes help of ?",About_Ramayana
Ayodhya was the capital of which kingdom?,About_Ramayana
Who gave the four sons of Dasharatha education?,About_Ramayana
Who informs Rama first that Ravana has abducted Sita?,About_Ramayana
What is the name of Rama's brother who goes with him into exile?,About_Ramayana
How many sons did Ravan have?,About_Ramayana
What are the names of Rama and Sita's sons?,About_Ramayana
"Who killed Indrajit, the son of Ravana?",About_Ramayana
How many Kandhs are there in Ramayana?,About_Ramayana
Who was Lakshmana's twin brother?,About_Ramayana
Who is Hanumaan the son of?,About_Ramayana
Who is the writer of Ramayan?,About_Ramayana
When was Ramayana written,About_Ramayana
How many versions of Ramayana are there?,About_Ramayana
Who wrote Ramcharitmanas,About_Ramayana
What was the name of Ram's mother?,About_Ramayana
"Sita was an avatar of a goddess, but which one?",About_Ramayana
Rama and his brothers are all part of which dynasty?,About_Ramayana
Who was Lakshmana's mother?,About_Ramayana
What is the name of this bow that was broken by Rama?,About_Ramayana
Who was Lakshmana's wife?,About_Ramayana
Rama is the avatar of what Hindu God?,About_Ramayana
Urmila was the wife of which prince?,About_Ramayana
Who is the son of Kaikai?,About_Ramayana
"While abducting Sita, Ravana takes help of ?",About_Ramayana
Ayodhya was the capital of which kingdom?,About_Ramayana
Who gave the four sons of Dasharatha education?,About_Ramayana
Who informs Rama first that Ravana has abducted Sita?,About_Ramayana
What is the name of Rama's brother who goes with him into exile?,About_Ramayana
How many sons did Ravan have?,About_Ramayana
What are the names of Rama and Sita's sons?,About_Ramayana
"Who killed Indrajit, the son of Ravana?",About_Ramayana
How many Kandhs are there in Ramayana?,About_Ramayana
Who was Lakshmana's twin brother?,About_Ramayana
Who is Hanumaan the son of?,About_Ramayana
Who took Rama and Lakshmana on a quest at the beginning of 'The Ramayana'?,About_Ramayana
"who advises Kaikeyi to ask dasharatha to make Bharatha , the king of Koshala",About_Ramayana
Ayodhya situated on the banks of which river,About_Ramayana
Who is Dasaratha?,About_Ramayana
What caste is Rama born into?,About_Ramayana
Who was the wife of Bharat?,About_Ramayana
Who set Lanka in fire?,About_Ramayana
WHO IS TARA IN RAMAYANA?,About_Ramayana
NAME THE FATHER OF MANDODHARI,About_Ramayana
WHO WAS THE FATHER OF SITA,About_Ramayana
who is the father of Ravana ?,About_Ramayana
which garden did Hanuman destroy?,About_Ramayana
Who is Hanuman,About_Ramayana
Whose brother was Sugriva,About_Ramayana
king Dasharatha blessed Rama and also Lakshmana,About_Ramayana
The brothers loved each other very much too,About_Ramayana
Lakshmana was a very close companion to Rama,About_Ramayana
Bharatha and Shatrugna were the other two inseparables,About_Ramayana
Vishwamitra and the two princes travelling barefoot,About_Ramayana
"When Rama looked up, he saw Mareecha and Subahu",About_Ramayana
He had a daughter by name Sita,About_Ramayana
On their way to Mithila,About_Ramayana
Vishwamitra narrated Ahalya’s tragic story to Rama,About_Ramayana
Even Ravana fell down while trying to lift the bow,About_Ramayana
Who is Rama,About_Ramayana
Who is the eldest brother or Laskman,About_Ramayana
Who is the husband of Sita,About_Ramayana
Who is the eldest brother of Laskman,About_Ramayana
Who is the eldest brother of Bharat,About_Ramayana
Who is the eldest brother of Shatrughan,About_Ramayana
Who is the eldest brother or Laskman,About_Ramayana
Who is the eldest son of Dasharatha,About_Ramayana
Who is the son of Kausalya,About_Ramayana
Around whose life is The Ramayana centered,About_Ramayana
Who has broken the divine bow of Bhagavan Shiv,About_Ramayana
Vishnu took avatar of as,About_Ramayana
Who is the father of Lav and Kush,About_Ramayana
Hanuman is the devotee of,About_Ramayana
Who Killed Tadaka,About_Ramayana
Who Killed Subhahu,About_Ramayana
Who Kikked Ravana,About_Ramayana
Who Kikked Kumbhakarna,About_Ramayana
Arun Govil played the role of ,About_Ramayana
Tulsi Dash was a great devotee of ,About_Ramayana
Ram Chairt Manas was written on ,About_Ramayana
Who Killed Bali,About_Ramayana
Sugriva did friendship with ?,About_Ramayana
Hanuman was a messanger of ,About_Ramayana
Who made crowned Vhivisana as the king of Lanka,About_Ramayana
Who broken the cruse of devi ahilya,About_Ramayana
Who is the son in law of raja Janaka,About_Ramayana
To whom Kaikeyi sent to exil,About_Ramayana
Who was given exil for 12 years in Ramayana,About_Ramayana
Who killed Maricha,About_Ramayana
Who worshipped lord shiv at rameswaram,About_Ramayana
Who is the eldest brother or Laskman,About_Ramayana
When was Ramayana written,About_Ramayana
How many versions of Ramayana are there?,About_Ramayana
Who wrote Ramcharitmanas,About_Ramayana
What was the name of Ram's mother?,About_Ramayana
"Sita was an avatar of a goddess, but which one?",About_Ramayana
Rama and his brothers are all part of which dynasty?,About_Ramayana
Who was Lakshmana's mother?,About_Ramayana
What is the name of this bow that was broken by Rama?,About_Ramayana
Who was Lakshmana's wife?,About_Ramayana
Rama is the avatar of what Hindu God?,About_Ramayana
Urmila was the wife of which prince?,About_Ramayana
Who is the son of Kaikai?,About_Ramayana
"While abducting Sita, Ravana takes help of ?",About_Ramayana
Ayodhya was the capital of which kingdom?,About_Ramayana
Who gave the four sons of Dasharatha education?,About_Ramayana
Who informs Rama first that Ravana has abducted Sita?,About_Ramayana
What is the name of Rama's brother who goes with him into exile?,About_Ramayana
How many sons did Ravan have?,About_Ramayana
What are the names of Rama and Sita's sons?,About_Ramayana
"Who killed Indrajit, the son of Ravana?",About_Ramayana
How many Kandhs are there in Ramayana?,About_Ramayana
Who was Lakshmana's twin brother?,About_Ramayana
Who is Hanumaan the son of?,About_Ramayana
Who is the writer of Ramayan?,About_Ramayana
When was Ramayana written,About_Ramayana
How many versions of Ramayana are there?,About_Ramayana
